InvoiceNo;StockCode;Description;Quantity;Date;UnitPrice;CustomerID;Country
537888;22398;MAGNETS PACK OF 4 SWALLOWS;24;20101209;1.25;15358;United Kingdom
558196;79066K;RETRO MOD TRAY;2;20110627;0.85;16033;United Kingdom
549789;22383;LUNCH BAG SUKI DESIGN ;10;20110412;1.65;17160;United Kingdom
553067;22178;VICTORIAN GLASS HANGING T-LIGHT;6;20110513;1.25;16871;United Kingdom
541783;21985;PACK OF 12 HEARTS DESIGN TISSUES ;24;20110121;0.29;16618;United Kingdom
539456;21055;TOOL BOX SOFT TOY ;1;20101217;8.95;16885;United Kingdom
546786;48194;DOORMAT HEARTS;4;20110317;7.95;16523;United Kingdom
540468;47563A;RETRO LONGBOARD IRONING BOARD COVER;1;20110107;3.36;;United Kingdom
570420;21934;SKULL SHOULDER BAG;1;20111010;1.65;17841;United Kingdom
541223;21207;SKULL AND CROSSBONES  GARLAND ;4;20110114;1.65;17954;United Kingdom
544930;22470;HEART OF WICKER LARGE;1;20110224;2.95;17472;United Kingdom
580610;23241;TREASURE TIN GYMKHANA DESIGN;1;20111205;4.13;;United Kingdom
546888;47566;PARTY BUNTING;1;20110317;10.79;;United Kingdom
578844;22573;STAR WOODEN CHRISTMAS DECORATION;4;20111125;1.63;;United Kingdom
550513;23076;ICE CREAM SUNDAE LIP GLOSS;48;20110418;1.25;16928;United Kingdom
C571893;22666;RECIPE BOX PANTRY YELLOW DESIGN;-2;20111019;2.95;13314;United Kingdom
574015;23395;BELLE JARDINIERE CUSHION COVER;7;20111102;3.75;15576;United Kingdom
575063;23291;DOLLY GIRL CHILDRENS CUP;1;20111108;1.25;16764;United Kingdom
556636;35916B;BLUE FELT HANGING HEART WITH FLOWER;1;20110613;0.63;;United Kingdom
549575;22858;EASTER TIN KEEPSAKE;3;20110410;1.65;13956;United Kingdom
570228;22989;SET 2 PANTRY DESIGN TEA TOWELS;2;20111009;3.25;15821;United Kingdom
564150;22085;PAPER CHAIN KIT SKULLS ;18;20110823;2.95;14936;Channel Islands
541827;85087;CANDY SPOT CUSHION COVER;7;20110121;3.29;;United Kingdom
579777;22653;BUTTON BOX ;16;20111130;1.63;;United Kingdom
573576;85152;HAND OVER THE CHOCOLATE   SIGN ;7;20111031;4.13;14096;United Kingdom
575133;22154;ANGEL DECORATION 3 BUTTONS ;48;20111108;0.42;14667;United Kingdom
566290;22327;ROUND SNACK BOXES SET OF 4 SKULLS;1;20110911;2.95;14456;United Kingdom
C575224;23344;JUMBO BAG 50'S CHRISTMAS ;-100;20111109;1.79;17511;United Kingdom
578065;22549;PICTURE DOMINOES;5;20111122;1.45;;United Kingdom
545304;22776;SWEETHEART CAKESTAND 3 TIER;1;20110301;9.95;16212;United Kingdom
543281;84992;72 SWEETHEART FAIRY CAKE CASES;2;20110206;0.55;14606;United Kingdom
577077;22632;HAND WARMER RED RETROSPOT;6;20111117;2.1;17799;United Kingdom
551747;22377;BOTTLE BAG RETROSPOT ;30;20110504;0.85;14298;United Kingdom
561036;21673;WHITE SPOT BLUE CERAMIC DRAWER KNOB;4;20110724;1.25;13137;United Kingdom
537369;22095;LADS ONLY TISSUE BOX;1;20101206;1.25;17860;United Kingdom
555275;23209;LUNCH BAG DOILEY PATTERN ;10;20110601;1.65;;United Kingdom
546027;22382;LUNCH BAG SPACEBOY DESIGN ;10;20110309;1.65;12759;Netherlands
580500;23461;SWEETHEART BIRD HOUSE;2;20111204;4.15;17131;United Kingdom
542662;21498;RED RETROSPOT WRAP ;25;20110131;0.42;18145;United Kingdom
558417;21877;HOME SWEET HOME MUG;72;20110629;1.06;14156;EIRE
577791;22211;WOOD STAMP SET FLOWERS;12;20111121;0.83;17100;United Kingdom
561218;23296;SET OF 6 TEA TIME BAKING CASES;2;20110725;3.29;;United Kingdom
579301;85049G;CHOCOLATE BOX RIBBONS ;1;20111129;1.25;18118;United Kingdom
559878;82582;AREA PATROLLED METAL SIGN;1;20110713;2.1;15493;United Kingdom
565800;22594;CHRISTMAS GINGHAM TREE;12;20110907;0.85;14911;EIRE
578053;22839;3 TIER CAKE TIN GREEN AND CREAM;1;20111122;14.95;14422;United Kingdom
559163;84032A;CHARLIE+LOLA PINK HOT WATER BOTTLE;1;20110706;3.29;;United Kingdom
580027;20723;STRAWBERRY CHARLOTTE BAG;4;20111201;0.85;14178;United Kingdom
574738;71477;COLOUR GLASS. STAR T-LIGHT HOLDER;3;20111106;3.95;12748;United Kingdom
547697;22285;HANGING HEN ON NEST DECORATION;12;20110324;1.65;14348;United Kingdom
541266;22567;20 DOLLY PEGS RETROSPOT;5;20110116;1.25;15673;United Kingdom
546432;84968D;SET OF 16 VINTAGE RED CUTLERY;3;20110314;12.75;14180;United Kingdom
559465;85099B;JUMBO BAG RED RETROSPOT;100;20110708;1.79;14680;United Kingdom
580115;22110;BIRD HOUSE HOT WATER BOTTLE;3;20111201;5.79;;United Kingdom
557265;22726;ALARM CLOCK BAKELIKE GREEN;12;20110619;3.75;13097;United Kingdom
544634;21156;RETROSPOT CHILDRENS APRON;1;20110222;1.95;17994;United Kingdom
579777;85231B;CINAMMON SET OF 9 T-LIGHTS;3;20111130;1.63;;United Kingdom
561796;22568;FELTCRAFT CUSHION OWL;4;20110729;3.75;13138;United Kingdom
554636;22431;WATERING CAN BLUE ELEPHANT;6;20110525;1.95;16763;United Kingdom
538268;22963;JAM JAR WITH GREEN LID;12;20101210;0.85;18065;United Kingdom
578844;22798;ANTIQUE GLASS DRESSING TABLE POT;1;20111125;5.79;;United Kingdom
578953;22667;RECIPE BOX RETROSPOT ;2;20111127;2.95;13546;United Kingdom
561513;21555;CERAMIC STRAWBERRY TRINKET TRAY;1;20110727;2.46;;United Kingdom
553206;20725;LUNCH BAG RED RETROSPOT;10;20110516;1.65;14156;EIRE
573665;22210;WOOD STAMP SET BEST WISHES;6;20111031;0.83;13982;United Kingdom
541485;85212;MINI PAINTED GARDEN DECORATION ;72;20110118;0.21;18118;United Kingdom
564840;82484;WOOD BLACK BOARD ANT WHITE FINISH;1;20110830;16.63;;United Kingdom
C548738;22303;COFFEE MUG APPLES DESIGN;-6;20110404;2.55;14711;United Kingdom
566232;23295;SET OF 12 MINI LOAF BAKING CASES;16;20110911;0.83;15159;United Kingdom
565460;22324;BLUE POLKADOT KIDS BAG;48;20110905;1.65;16843;United Kingdom
581219;47593B;SCOTTIE DOGS BABY BIB;5;20111208;0.83;;United Kingdom
549751;21749;LARGE RED RETROSPOT WINDMILL;6;20110412;2.1;13089;United Kingdom
565617;22969;HOMEMADE JAM SCENTED CANDLES;2;20110905;3.29;;United Kingdom
570693;21258;VICTORIAN SEWING BOX LARGE;1;20111011;12.75;16161;United Kingdom
560434;23140;TRIPLE WIRE HOOK IVORY HEART;1;20110718;4.13;;United Kingdom
565386;21735;TWO DOOR CURIO CABINET;6;20110902;10.95;17997;United Kingdom
C557519;21844;RED RETROSPOT MUG;-1;20110620;2.95;16739;United Kingdom
577514;23313;VINTAGE CHRISTMAS BUNTING;5;20111120;4.95;16212;United Kingdom
577485;22196;SMALL HEART MEASURING SPOONS;2;20111120;0.85;16360;United Kingdom
546090;85150;LADIES & GENTLEMEN METAL SIGN;48;20110309;2.1;16525;United Kingdom
C581316;21531;RED RETROSPOT SUGAR JAM BOWL;-1;20111208;2.55;12523;France
567939;21306;SET/4 DAISY MIRROR MAGNETS;24;20110922;0.29;16715;United Kingdom
569472;23203;JUMBO BAG VINTAGE DOILY ;10;20111004;2.08;14515;United Kingdom
571039;23332;IVORY WICKER HEART LARGE;3;20111013;1.65;16121;United Kingdom
567475;23300;GARDENERS KNEELING PAD CUP OF TEA ;5;20110920;1.65;16360;United Kingdom
580305;85227;SET OF 6 3D KIT CARDS FOR KIDS;1;20111202;0.85;12970;United Kingdom
576051;21094;SET/6 RED SPOTTY PAPER PLATES;12;20111113;0.85;14911;EIRE
580367;23435;3 RAFFIA RIBBONS VINTAGE CHRISTMAS;8;20111202;0.83;;United Kingdom
578519;22327;ROUND SNACK BOXES SET OF 4 SKULLS;2;20111124;2.95;14591;United Kingdom
556237;21992;VINTAGE PAISLEY STATIONERY SET;1;20110609;2.46;;United Kingdom
541244;85150;LADIES & GENTLEMEN METAL SIGN;1;20110116;2.55;15535;United Kingdom
543358;22212;FOUR HOOK  WHITE LOVEBIRDS;1;20110207;4.13;;United Kingdom
553035;21948;SET OF 6 CAKE CHOPSTICKS;2;20110512;1.25;17337;United Kingdom
567667;21643;ASSORTED TUTTI FRUTTI MIRROR;1;20110921;2.46;;United Kingdom
537645;22752;SET 7 BABUSHKA NESTING BOXES;1;20101207;16.98;;United Kingdom
563166;22699;ROSES REGENCY TEACUP AND SAUCER ;24;20110812;2.55;18092;United Kingdom
550500;85132B;CHARLIE AND LOLA TABLE TINS;1;20110418;5.79;;United Kingdom
555938;22898;CHILDRENS APRON APPLES DESIGN;8;20110608;1.95;14257;United Kingdom
543555;22768;FAMILY PHOTO FRAME CORNICE;2;20110210;9.95;17686;United Kingdom
571409;15056BL;EDWARDIAN PARASOL BLACK;3;20111017;5.95;14911;EIRE
539414;22862;LOVE HEART NAPKIN BOX ;1;20101217;4.25;16931;United Kingdom
559802;DOT;DOTCOM POSTAGE;1;20110712;175.88;;United Kingdom
578314;85053;FRENCH ENAMEL CANDLEHOLDER;24;20111123;2.1;13350;United Kingdom
551173;22423;REGENCY CAKESTAND 3 TIER;2;20110426;24.96;;United Kingdom
561043;21733;RED HANGING HEART T-LIGHT HOLDER;20;20110724;2.95;15708;United Kingdom
577334;23133;LARGE IVORY HEART WALL ORGANISER;2;20111118;8.25;15368;United Kingdom
556965;21892;TRADITIONAL WOODEN CATCH CUP GAME ;24;20110616;1.25;15129;United Kingdom
575333;23318;BOX OF 6 MINI VINTAGE CRACKERS;12;20111109;2.49;13209;United Kingdom
562579;22144;CHRISTMAS CRAFT LITTLE FRIENDS;10;20110807;2.1;16950;United Kingdom
540646;84251G;GREETING CARD, OVERCROWDED POOL.;2;20110110;0.43;;United Kingdom
579619;22952;60 CAKE CASES VINTAGE CHRISTMAS;24;20111130;0.55;18241;United Kingdom
540471;22066;LOVE HEART TRINKET POT;12;20110107;1.45;15601;United Kingdom
572735;21930;JUMBO STORAGE BAG SKULLS;10;20111025;2.08;15630;United Kingdom
564558;21731;RED TOADSTOOL LED NIGHT LIGHT;12;20110826;1.65;12704;Finland
567671;21990;MODERN FLORAL STATIONERY SET;7;20110921;2.46;;United Kingdom
543201;84347;ROTATING SILVER ANGELS T-LIGHT HLDR;1;20110204;5.79;;United Kingdom
565122;47590B;PINK HAPPY BIRTHDAY BUNTING;1;20110901;5.45;13069;United Kingdom
556826;21424;WOODLAND STORAGE BOX LARGE ;2;20110615;6.63;;United Kingdom
C542366;15056N;EDWARDIAN PARASOL NATURAL;-1;20110127;4.25;13777;United Kingdom
556085;21935;SUKI  SHOULDER BAG;2;20110608;4.13;;United Kingdom
553212;23192;BUNDLE OF 3 ALPHABET EXERCISE BOOKS;12;20110516;1.65;15358;United Kingdom
568553;23271;CHRISTMAS TABLE SILVER CANDLE SPIKE;16;20110927;0.83;15674;United Kingdom
563540;22331;WOODLAND PARTY BAG + STICKER SET;8;20110817;1.65;12473;Germany
542780;22680;FRENCH BLUE METAL DOOR SIGN 5;10;20110201;1.25;17675;United Kingdom
555353;22774;RED DRAWER KNOB ACRYLIC EDWARDIAN;24;20110602;1.25;16928;United Kingdom
542109;84029E;RED WOOLLY HOTTIE WHITE HEART.;2;20110125;8.29;;United Kingdom
541684;21658;GLASS  BEURRE DISH;3;20110120;3.95;15498;United Kingdom
558906;21070;VINTAGE BILLBOARD MUG ;1;20110704;1.25;15555;United Kingdom
565460;23200;JUMBO BAG PEARS;30;20110905;2.08;16843;United Kingdom
570690;23032;DRAWER KNOB CRACKLE GLAZE IVORY;4;20111011;3.29;;United Kingdom
550917;21703;BAG 125g SWIRLY MARBLES;480;20110421;0.42;17381;United Kingdom
553375;22839;3 TIER CAKE TIN GREEN AND CREAM;4;20110516;14.95;14911;EIRE
567631;22170;PICTURE FRAME WOOD TRIPLE PORTRAIT;4;20110921;6.75;13350;United Kingdom
574840;23324;RUSTIC STRAWBERRY JAM POT LARGE ;2;20111107;2.08;12748;United Kingdom
553845;21671;RED SPOT CERAMIC DRAWER KNOB;12;20110519;1.25;17675;United Kingdom
540014;22241;GARLAND WOODEN HAPPY EASTER;12;20110104;1.25;14606;United Kingdom
580673;22169;FAMILY ALBUM WHITE PICTURE FRAME;4;20111205;8.5;13089;United Kingdom
C538091;35400;WOODEN BOX ADVENT CALENDAR ;-2;20101209;8.95;16499;United Kingdom
C575224;23199;JUMBO BAG APPLES;-100;20111109;1.79;17511;United Kingdom
562205;72741;GRAND CHOCOLATECANDLE;9;20110803;1.45;18055;United Kingdom
572882;85099B;JUMBO BAG RED RETROSPOT;10;20111026;2.08;18226;United Kingdom
578067;22674;FRENCH TOILET SIGN BLUE METAL;1;20111122;2.46;;United Kingdom
558774;22851;SET 20 NAPKINS FAIRY CAKES DESIGN ;1;20110704;1.63;;United Kingdom
553189;22456;NATURAL SLATE CHALKBOARD LARGE ;1;20110515;4.95;15033;United Kingdom
552949;22853;CAT BOWL VINTAGE CREAM;5;20110512;3.25;16033;United Kingdom
552277;22636;CHILDS BREAKFAST SET CIRCUS PARADE;2;20110508;8.5;13642;United Kingdom
576837;21981;PACK OF 12 WOODLAND TISSUES ;2;20111116;0.83;;United Kingdom
561217;84596F;SMALL MARSHMALLOWS PINK BOWL;1;20110725;0.83;;United Kingdom
572992;23084;RABBIT NIGHT LIGHT;48;20111027;1.79;12681;France
580520;22123;PING MICROWAVE APRON;1;20111204;0.79;13521;United Kingdom
576092;23371;SET 36 COLOUR PENCILS SPACEBOY ;16;20111114;1.25;18263;United Kingdom
541881;82484;WOOD BLACK BOARD ANT WHITE FINISH;3;20110124;6.45;14501;United Kingdom
543188;22857;ASSORTED EASTER GIFT TAGS;12;20110204;0.85;12567;France
570724;23506;MINI PLAYING CARDS SPACEBOY ;20;20111012;0.42;12602;France
544886;21243;PINK  POLKADOT PLATE ;8;20110224;1.69;12582;Finland
543349;22757;LARGE RED BABUSHKA NOTEBOOK ;4;20110207;1.25;17774;United Kingdom
556501;22999;TRAVEL CARD WALLET RETRO PETALS;24;20110613;0.42;16700;United Kingdom
578036;21262;WHITE GOOSE FEATHER CHRISTMAS TREE ;6;20111122;2.95;16474;United Kingdom
551775;22926;IVORY GIANT GARDEN THERMOMETER;2;20110504;5.95;12886;United Kingdom
538206;90200D;PINK SWEETHEART BRACELET;2;20101210;4.25;17827;United Kingdom
577049;23247;BISCUIT TIN 50'S CHRISTMAS;2;20111117;2.89;17397;United Kingdom
578844;23377;PACK OF 12 DOLLY GIRL TISSUES;2;20111125;0.83;;United Kingdom
577358;22627;MINT KITCHEN SCALES;1;20111118;16.63;;United Kingdom
571601;22725;ALARM CLOCK BAKELIKE CHOCOLATE;2;20111018;3.75;17073;United Kingdom
564221;71053;WHITE METAL LANTERN;2;20110824;8.29;;United Kingdom
566625;21117;BLOND DOLL DOORSTOP;12;20110914;1.25;14911;EIRE
549833;22986;GINGHAM ROSE WRAP;25;20110412;0.42;13458;United Kingdom
547510;20914;SET/5 RED RETROSPOT LID GLASS BOWLS;6;20110323;2.95;15245;United Kingdom
C557413;23193;BUFFALO BILL TREASURE BOOK BOX;-1;20110620;2.25;14701;United Kingdom
576653;23230;WRAP ALPHABET DESIGN;200;20111116;0.36;14156;EIRE
542997;DOT;DOTCOM POSTAGE;1;20110202;108.75;;United Kingdom
573160;23089;GLASS BON BON JAR;12;20111028;1.95;14359;United Kingdom
561199;48194;DOORMAT HEARTS;10;20110725;6.75;14970;United Kingdom
538508;22547;MINI JIGSAW DINOSAUR ;4;20101212;0.42;15998;United Kingdom
577743;23188;VINTAGE  2 METRE FOLDING RULER;4;20111121;1.65;17006;United Kingdom
580501;23489;VINTAGE BELLS GARLAND;6;20111204;2.89;14546;United Kingdom
564660;22367;CHILDRENS APRON SPACEBOY DESIGN;8;20110826;1.95;15074;United Kingdom
537051;85175;CACTI T-LIGHT CANDLES;32;20101205;0.42;15708;United Kingdom
558355;23104;IVORY CAFE HANGING LAMP ;2;20110628;12.5;13614;United Kingdom
543097;22437;SET OF 9 BLACK SKULL BALLOONS;1;20110203;1.63;;United Kingdom
578302;23407;SET OF 2 TRAYS HOME SWEET HOME;2;20111123;9.95;16057;United Kingdom
574887;21935;SUKI  SHOULDER BAG;10;20111107;1.65;13717;United Kingdom
541423;21531;RED RETROSPOT SUGAR JAM BOWL;1;20110117;4.96;;United Kingdom
578829;23498;CLASSIC BICYCLE CLIPS ;6;20111125;1.45;14710;United Kingdom
546669;22698;PINK REGENCY TEACUP AND SAUCER;12;20110315;2.95;14226;United Kingdom
562933;21385;IVORY HANGING DECORATION  HEART;3;20110810;1.63;;United Kingdom
573029;22607;WOODEN ROUNDERS GARDEN SET ;1;20111027;9.95;14971;United Kingdom
578827;21494;ROTATING LEAVES T-LIGHT HOLDER;1;20111125;2.46;;United Kingdom
547896;21165;BEWARE OF THE CAT METAL SIGN ;1;20110328;1.69;17841;United Kingdom
565233;23204;CHARLOTTE BAG APPLES DESIGN;16;20110902;1.63;;United Kingdom
540161;79321;CHILLI LIGHTS;3;20110105;4.95;16719;United Kingdom
537666;20723;STRAWBERRY CHARLOTTE BAG;2;20101207;1.66;;United Kingdom
577038;21811;HANGING HEART WITH BELL;12;20111117;0.39;14796;United Kingdom
570827;21985;PACK OF 12 HEARTS DESIGN TISSUES ;12;20111012;0.39;15831;United Kingdom
562553;21993;FLORAL FOLK STATIONERY SET;1;20110805;2.46;;United Kingdom
545460;22489;PACK OF 12 TRADITIONAL CRAYONS;2;20110302;0.42;13230;United Kingdom
554105;20726;LUNCH BAG WOODLAND;4;20110522;1.65;14711;United Kingdom
539750;22652;TRAVEL SEWING KIT;1;20101221;0;;United Kingdom
568716;20700;GREEN CAT FLORAL CUSHION COVER ;1;20110928;4.13;;United Kingdom
577217;22739;RIBBON REEL CHRISTMAS SOCK BAUBLE;5;20111118;1.65;17324;United Kingdom
C547847;20726;LUNCH BAG WOODLAND;-1;20110327;1.65;14232;United Kingdom
549295;22355;CHARLOTTE BAG SUKI DESIGN;1;20110407;1.63;;United Kingdom
551020;22719;wrong code;-110;20110426;0;;United Kingdom
562893;23245;SET OF 3 REGENCY CAKE TINS;4;20110810;4.95;17442;United Kingdom
571212;22086;PAPER CHAIN KIT 50'S CHRISTMAS ;10;20111014;2.95;12856;United Kingdom
554090;22622;BOX OF VINTAGE ALPHABET BLOCKS;1;20110522;11.95;17315;United Kingdom
538877;84347;ROTATING SILVER ANGELS T-LIGHT HLDR;90;20101214;5.91;;United Kingdom
574550;23243;SET OF TEA COFFEE SUGAR TINS PANTRY;2;20111104;4.95;12484;Spain
573379;23301;GARDENERS KNEELING PAD KEEP CALM ;12;20111030;1.65;15680;United Kingdom
573368;35970;ZINC FOLKART SLEIGH BELLS;12;20111030;1.69;14507;United Kingdom
556432;21136;PAINTED METAL PEARS ASSORTED;24;20110610;1.69;16184;United Kingdom
581064;84946;ANTIQUE SILVER T-LIGHT GLASS;12;20111207;1.25;13882;United Kingdom
554054;22558;CLOTHES PEGS RETROSPOT PACK 24 ;2;20110520;3.29;;United Kingdom
577174;22111;SCOTTIE DOG HOT WATER BOTTLE;1;20111118;4.95;17841;United Kingdom
564754;22677;FRENCH BLUE METAL DOOR SIGN 2;2;20110830;2.46;;United Kingdom
545311;21914;BLUE HARMONICA IN BOX ;12;20110301;1.25;15660;United Kingdom
554509;23201;JUMBO BAG ALPHABET;1;20110524;2.08;17375;United Kingdom
561025;84536A;ENGLISH ROSE NOTEBOOK A7 SIZE;1;20110724;0.42;16241;United Kingdom
560270;21034;REX CASH+CARRY JUMBO SHOPPER;1;20110717;0.95;16744;United Kingdom
541970;22974;CHILDRENS DOLLY GIRL MUG;12;20110124;1.65;15179;United Kingdom
562377;23286;BLUE VINTAGE SPOT BEAKER;2;20110804;0.85;14535;United Kingdom
544037;84991;60 TEATIME FAIRY CAKE CASES;24;20110215;0.55;14961;United Kingdom
538069;22595;CHRISTMAS GINGHAM HEART;3;20101209;0.85;16795;United Kingdom
C559939;22464;HANGING METAL HEART LANTERN;-12;20110714;1.65;14426;United Kingdom
546029;22698;PINK REGENCY TEACUP AND SAUCER;6;20110309;2.95;15206;United Kingdom
547070;85049E;SCANDINAVIAN REDS RIBBONS;1;20110320;1.25;16115;United Kingdom
572327;21891;TRADITIONAL WOODEN SKIPPING ROPE;12;20111024;1.45;15277;United Kingdom
570007;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;6;20111007;2.95;12519;Germany
569250;23356;LOVE HOT WATER BOTTLE;3;20111003;5.95;16747;United Kingdom
547967;23159;SET OF 5 PANCAKE DAY MAGNETS;2;20110328;4.13;;United Kingdom
565129;20718;RED RETROSPOT SHOPPER BAG;3;20110901;1.25;15719;United Kingdom
C564488;18097C;WHITE TALL PORCELAIN T-LIGHT HOLDER;-4;20110825;2.55;16859;United Kingdom
541827;46776C;WOVEN FROST CUSHION COVER;1;20110121;4.13;;United Kingdom
581217;84375;SET OF 20 KIDS COOKIE CUTTERS;3;20111208;4.13;;United Kingdom
579188;22466;FAIRY TALE COTTAGE NIGHT LIGHT;12;20111128;1.95;12748;United Kingdom
581186;22867;HAND WARMER BIRD DESIGN;12;20111207;2.1;13756;United Kingdom
548499;71038;WHITE HANGING BEADS CANDLE HOLDER;1;20110331;5.45;17075;United Kingdom
569545;22413;METAL SIGN TAKE IT OR LEAVE IT ;1;20111004;5.79;;United Kingdom
563534;22698;PINK REGENCY TEACUP AND SAUCER;6;20110817;2.95;14323;United Kingdom
537240;35833G;4 GOLD FLOCK CHRISTMAS BALLS;2;20101206;3.36;;United Kingdom
542085;22900; SET 2 TEA TOWELS I LOVE LONDON ;5;20110125;2.95;14534;United Kingdom
578289;23403;LETTER HOLDER HOME SWEET HOME;1;20111123;3.75;17841;United Kingdom
542373;21880;RED RETROSPOT TAPE;24;20110127;0.19;16767;United Kingdom
578019;23484;HEART TRELLIS TRIPLE T-LIGHT HOLDER;2;20111122;2.89;17360;United Kingdom
552229;20725;LUNCH BAG RED RETROSPOT;4;20110506;1.65;;United Kingdom
580066;22144;CHRISTMAS CRAFT LITTLE FRIENDS;6;20111201;2.1;14309;United Kingdom
581216;22385;JUMBO BAG SPACEBOY DESIGN;20;20111208;2.08;16523;United Kingdom
556515;22197;SMALL POPCORN HOLDER;6;20110613;1.63;;United Kingdom
546892;85152;HAND OVER THE CHOCOLATE   SIGN ;2;20110317;4.13;;United Kingdom
568197;21929;JUMBO BAG PINK VINTAGE PAISLEY;10;20110925;2.08;16746;United Kingdom
566603;35471D;SET OF 3 BIRD LIGHT PINK FEATHER ;1;20110913;1.25;;United Kingdom
562999;22776;SWEETHEART CAKESTAND 3 TIER;1;20110811;9.95;15117;United Kingdom
561660;22502;;1;20110728;0;;United Kingdom
540356;20677;PINK POLKADOT BOWL;1;20110106;1.66;;United Kingdom
559357;22961;JAM MAKING SET PRINTED;1;20110707;1.45;17107;United Kingdom
539990;21154;RED RETROSPOT OVEN GLOVE ;2;20101223;1.25;;United Kingdom
577473;22182;CAKE STAND VICTORIAN FILIGREE SMALL;1;20111120;4.95;15919;United Kingdom
555276;21899;KEY FOB , GARAGE DESIGN;1;20110601;1.63;;United Kingdom
573140;23201;JUMBO BAG ALPHABET;20;20111027;2.08;15955;United Kingdom
556045;22625;RED KITCHEN SCALES;2;20110608;8.5;15764;United Kingdom
581492;85032C;CURIOUS IMAGES GIFT WRAP SET;1;20111209;1.63;;United Kingdom
576057;20719;WOODLAND CHARLOTTE BAG;3;20111113;0.85;15861;United Kingdom
552364;23201;JUMBO BAG ALPHABET;10;20110509;2.08;13004;United Kingdom
536540;21579;LOLITA  DESIGN  COTTON TOTE BAG;6;20101201;2.25;14911;EIRE
547713;22661;CHARLOTTE BAG DOLLY GIRL DESIGN;10;20110325;0.85;16458;United Kingdom
540468;22346;PARTY PIZZA DISH GREEN POLKADOT;2;20110107;0.43;;United Kingdom
558563;22766;PHOTO FRAME CORNICE;8;20110630;2.95;14561;United Kingdom
572192;84380;SET OF 3 BUTTERFLY COOKIE CUTTERS;1;20111021;1.45;18118;United Kingdom
573369;22710;WRAP I LOVE LONDON ;25;20111030;0.42;16049;United Kingdom
541678;22078;RIBBON REEL LACE DESIGN ;5;20110120;2.1;17771;United Kingdom
C569743;22389;PAPERWEIGHT SAVE THE PLANET;-100;20111006;2.1;15769;United Kingdom
547386;22243;5 HOOK HANGER RED MAGIC TOADSTOOL;1;20110322;3.29;;United Kingdom
566270;22952;60 CAKE CASES VINTAGE CHRISTMAS;24;20110911;0.55;16523;United Kingdom
543300;22150;3 STRIPEY MICE FELTCRAFT;6;20110207;1.95;13334;United Kingdom
579552;22492;MINI PAINT SET VINTAGE ;36;20111130;0.65;16210;United Kingdom
575491;21866;UNION JACK FLAG LUGGAGE TAG;3;20111109;1.25;15531;United Kingdom
567912;22597;MUSICAL ZINC HEART DECORATION ;5;20110922;0.29;15555;United Kingdom
553927;22492;MINI PAINT SET VINTAGE ;288;20110520;0.55;17381;United Kingdom
572301;22723;SET OF 6 HERB TINS SKETCHBOOK;1;20111023;3.95;16794;United Kingdom
547830;22962;JAM JAR WITH PINK LID;3;20110325;1.63;;United Kingdom
569637;23378;PACK OF 12 50'S CHRISTMAS TISSUES;24;20111005;0.39;15757;United Kingdom
557762;22379;RECYCLING BAG RETROSPOT ;10;20110622;2.1;15810;United Kingdom
579690;23395;BELLE JARDINIERE CUSHION COVER;1;20111130;3.75;15060;United Kingdom
559141;22756;LARGE YELLOW BABUSHKA NOTEBOOK ;2;20110706;1.25;15311;United Kingdom
539588;20676;RED RETROSPOT BOWL;2;20101220;1.25;14527;United Kingdom
575952;20725;LUNCH BAG RED RETROSPOT;1;20111113;1.65;16015;United Kingdom
576857;21985;PACK OF 12 HEARTS DESIGN TISSUES ;2;20111116;0.39;12748;United Kingdom
556067;21327;SKULLS WRITING SET ;1;20110608;1.65;12748;United Kingdom
576365;22961;JAM MAKING SET PRINTED;98;20111114;3.95;;United Kingdom
567915;20665;RED RETROSPOT PURSE ;6;20110922;2.95;12579;France
566319;22584;PACK OF 6 PANNETONE GIFT BOXES;6;20110912;2.55;13431;United Kingdom
574561;82578;KITCHEN METAL SIGN;1;20111104;1.25;;United Kingdom
563196;85099C;JUMBO  BAG BAROQUE BLACK WHITE;10;20110812;2.08;14406;United Kingdom
566085;72351B;SET/6 PINK  BUTTERFLY T-LIGHTS;1;20110909;2.1;17841;United Kingdom
544599;22995;TRAVEL CARD WALLET SUKI;5;20110221;0.83;;United Kingdom
574950;84559A;3D SHEET OF DOG STICKERS;1;20111108;1.63;;United Kingdom
559052;23306;SET OF 36 DOILIES PANTRY DESIGN;2;20110705;2.92;;United Kingdom
566985;21428;SET3 BOOK BOX GREEN GINGHAM FLOWER ;1;20110916;8.29;;United Kingdom
562922;71270;PHOTO CLIP LINE;24;20110810;1.25;12594;Italy
547399;21033;JUMBO BAG CHARLIE AND LOLA TOYS;1;20110322;4.13;;United Kingdom
564303;22553;PLASTERS IN TIN SKULLS;12;20110824;1.65;16042;United Kingdom
579187;22669;RED BABY BUNTING ;1;20111128;5.79;;United Kingdom
557488;20728;LUNCH BAG CARS BLUE;1;20110620;1.65;15581;United Kingdom
561112;22556;PLASTERS IN TIN CIRCUS PARADE ;1;20110725;1.65;14606;United Kingdom
567636;22114;HOT WATER BOTTLE TEA AND SYMPATHY;8;20110921;4.25;16358;United Kingdom
580647;23474;WOODLAND SMALL BLUE FELT HEART;2;20111205;0.83;14083;United Kingdom
