id;value;country;frequency;recency
14855;6.8;United Kingdom;1;134
14856;116.4;United Kingdom;2;36
14857;120.3;United Kingdom;1;59
14859;153.06;United Kingdom;2;80
14860;58.84;United Kingdom;1;19
14862;104.64;United Kingdom;2;25
14863;17.4;United Kingdom;1;29
14866;1964.04;United Kingdom;6;38
14867;62.24;United Kingdom;2;218
14868;325.48;United Kingdom;7;21
14869;138.47;United Kingdom;2;8
14871;62.58;United Kingdom;4;3
14873;15.3;United Kingdom;1;210
14875;182.07;United Kingdom;1;107
14878;98.46;United Kingdom;7;36
14880;66.34;United Kingdom;2;77
14881;44.76;United Kingdom;1;19
14883;25.72;United Kingdom;3;73
14885;50.4;United Kingdom;1;131
14886;19.8;United Kingdom;1;252
14887;358;United Kingdom;1;79
14888;54;United Kingdom;1;207
14889;27.45;United Kingdom;1;336
14890;43.2;United Kingdom;1;253
14891;66.42;United Kingdom;2;148
14893;67.71;United Kingdom;2;9
14895;931.16;United Kingdom;13;7
14896;44.9;United Kingdom;2;204
14897;251.95;United Kingdom;4;7
14898;100;United Kingdom;5;23
14901;133.73;United Kingdom;6;11
14902;0.3;United Kingdom;2;21
14903;354.19;United Kingdom;5;21
14904;111.28;United Kingdom;2;2
14905;81.6;United Kingdom;1;233
14907;287.31;United Kingdom;5;3
14908;9.9;United Kingdom;1;74
14910;12.48;United Kingdom;1;31
14911;13869.7;Other;182;1
14913;160.2;United Kingdom;4;35
14915;19.8;United Kingdom;1;277
14916;276;United Kingdom;4;70
14918;160.26;United Kingdom;2;115
14920;118.17;United Kingdom;2;212
14921;234.6;United Kingdom;2;30
14923;72.03;United Kingdom;1;50
14924;8.75;United Kingdom;1;245
14929;10.2;United Kingdom;1;32
14930;213.53;Other;3;108
14931;74.45;Other;3;4
14934;199.5;Other;3;72
14935;162.72;Other;1;297
14936;758.91;Other;6;33
14937;295.68;Other;2;56
14944;678.23;United Kingdom;8;29
14947;30;United Kingdom;1;72
14948;90.15;United Kingdom;3;23
14950;17;United Kingdom;1;19
14951;9;United Kingdom;1;79
14952;888.01;United Kingdom;9;46
14953;9.36;United Kingdom;1;25
14954;37.99;United Kingdom;1;12
14957;4.75;United Kingdom;1;253
14958;8.8;United Kingdom;2;185
14959;117.22;United Kingdom;5;59
14960;85.55;United Kingdom;2;8
14961;556.83;United Kingdom;7;10
14962;9.95;United Kingdom;1;270
14963;236.34;United Kingdom;5;9
14965;76.6;United Kingdom;1;96
14966;25.31;United Kingdom;1;14
14967;204;United Kingdom;1;49
14968;13.64;United Kingdom;1;30
14970;270.3;United Kingdom;4;68
14971;98.37;United Kingdom;2;35
14972;13.49;United Kingdom;1;128
14973;28.2;United Kingdom;2;107
14974;11.8;United Kingdom;1;37
14975;54.5;United Kingdom;1;57
14976;120.4;United Kingdom;4;57
14978;235.93;United Kingdom;5;72
14984;12.4;United Kingdom;1;19
14985;43.17;United Kingdom;2;198
14988;46.7;United Kingdom;1;211
14995;29.25;United Kingdom;2;38
14997;60.72;United Kingdom;2;88
14998;77.23;United Kingdom;2;170
15000;15.45;United Kingdom;1;47
15002;102.59;United Kingdom;4;115
15004;283.44;United Kingdom;1;147
15005;752.33;United Kingdom;31;15
15006;112.94;United Kingdom;1;51
15007;51.15;United Kingdom;1;159
15009;118.47;United Kingdom;3;12
15010;35.4;United Kingdom;1;35
15012;22.1;United Kingdom;2;53
15014;27.03;United Kingdom;2;43
15017;8.5;United Kingdom;1;33
15018;85.97;United Kingdom;3;38
15019;20.7;United Kingdom;1;266
15021;126.46;United Kingdom;11;8
15022;119.45;United Kingdom;3;11
15023;690.47;United Kingdom;10;3
15024;210.85;United Kingdom;6;9
15025;44.34;United Kingdom;1;33
15026;30.9;United Kingdom;2;80
15027;45;United Kingdom;1;238
15028;1.67;United Kingdom;1;42
15030;20.4;United Kingdom;1;268
15031;46.36;United Kingdom;3;30
15032;-152.5;United Kingdom;2;256
15033;286.59;United Kingdom;10;4
15034;480.28;United Kingdom;9;15
15035;31.75;United Kingdom;1;89
15036;36.93;United Kingdom;2;72
15038;87.88;United Kingdom;5;68
15039;2158.37;United Kingdom;38;9
15041;25.85;United Kingdom;1;170
15044;554.97;United Kingdom;14;19
15045;352.5;United Kingdom;3;151
15046;453.68;United Kingdom;12;9
15047;23.4;United Kingdom;1;269
15048;52.28;United Kingdom;5;65
15050;74.31;United Kingdom;1;71
15051;141.18;United Kingdom;3;23
15052;9.25;United Kingdom;1;319
15053;28.95;United Kingdom;3;4
15054;25.36;United Kingdom;2;12
15057;334;United Kingdom;1;315
15058;318.8;United Kingdom;11;25
15059;144.35;United Kingdom;6;40
15060;28.03;United Kingdom;3;8
15061;7866.24;United Kingdom;27;3
15062;94.62;United Kingdom;3;71
15063;65.1;United Kingdom;1;213
15065;322.14;United Kingdom;3;164
15066;151.59;United Kingdom;2;31
15067;126.7;United Kingdom;2;78
15068;68.2;United Kingdom;2;46
15069;153.15;United Kingdom;1;179
15071;88.75;United Kingdom;2;93
15073;-7.63;United Kingdom;4;9
15074;90.9;United Kingdom;1;105
15075;10.2;United Kingdom;1;77
15076;68.8;United Kingdom;1;172
15078;906.97;United Kingdom;21;7
15079;113.95;United Kingdom;3;212
15081;61.35;United Kingdom;2;208
15087;42.3;United Kingdom;1;281
15088;103.32;United Kingdom;2;21
15089;248.65;United Kingdom;5;22
15090;45.9;United Kingdom;1;308
15091;38.64;United Kingdom;1;67
15092;64.68;United Kingdom;2;215
15093;287.2;United Kingdom;6;18
15095;72.9;United Kingdom;3;103
15097;31.5;United Kingdom;1;4
15098;38970;United Kingdom;1;182
15099;119.68;United Kingdom;1;84
15100;-131.4;United Kingdom;1;367
15103;52.54;United Kingdom;2;31
15104;51.39;United Kingdom;3;166
15105;272.22;United Kingdom;5;18
15106;133.14;United Kingdom;5;17
15107;-14.8;United Kingdom;4;332
15108;141.8;Other;2;141
15109;26.15;United Kingdom;2;240
15110;60.2;United Kingdom;5;23
15111;115.4;United Kingdom;3;29
15113;570.33;United Kingdom;3;9
15114;318.39;United Kingdom;10;30
15115;97.42;United Kingdom;1;18
15116;82.92;United Kingdom;3;17
15117;377.15;United Kingdom;4;14
15118;244.8;United Kingdom;1;134
15121;63.9;United Kingdom;1;288
15122;186.84;United Kingdom;4;85
15123;254.64;United Kingdom;2;7
15124;16.6;United Kingdom;1;191
15125;667.84;United Kingdom;5;113
15127;34.92;United Kingdom;1;65
15128;131.23;United Kingdom;5;60
15129;466.4;United Kingdom;7;50
15130;25.2;United Kingdom;1;169
15132;111.15;United Kingdom;3;105
15133;222.12;United Kingdom;3;127
15134;215.99;United Kingdom;7;14
15136;140.25;United Kingdom;4;2
15139;9.36;United Kingdom;1;239
15140;343.61;United Kingdom;6;52
15142;27.6;United Kingdom;1;46
15143;37.5;United Kingdom;1;225
15144;373.7;United Kingdom;9;8
15145;155.36;United Kingdom;3;43
15146;61.44;United Kingdom;3;164
15147;34.8;United Kingdom;1;240
15148;45;United Kingdom;1;10
15149;70.05;United Kingdom;1;133
15150;515.5;United Kingdom;7;17
15152;418.4;United Kingdom;12;9
15153;56.93;United Kingdom;1;31
15154;49.69;United Kingdom;1;75
15156;115.34;United Kingdom;3;1
15157;320.44;United Kingdom;4;3
15159;1976.63;United Kingdom;24;4
15163;11.55;United Kingdom;2;18
15164;99.29;United Kingdom;3;68
15167;25.15;United Kingdom;1;320
15168;47.7;United Kingdom;1;25
15172;197.66;United Kingdom;4;8
15174;39.84;United Kingdom;1;322
15175;10.4;United Kingdom;1;71
15179;153.48;United Kingdom;3;18
15181;287.49;United Kingdom;4;66
15182;75.1;United Kingdom;2;154
15184;23.08;United Kingdom;2;29
15185;23.52;United Kingdom;1;70
15186;47.85;United Kingdom;2;14
15187;370.66;United Kingdom;6;1
15189;2058.04;United Kingdom;20;3
15192;93.84;United Kingdom;2;119
15193;49.6;United Kingdom;1;60
15194;1074.3;United Kingdom;16;3
15197;15;United Kingdom;1;10
15198;5.04;United Kingdom;1;124
15199;65.4;United Kingdom;1;308
15201;204.25;United Kingdom;6;78
15203;231.22;United Kingdom;6;25
15205;61.78;United Kingdom;3;85
15206;17.7;United Kingdom;1;275
15208;44.65;United Kingdom;3;1
15211;102.94;United Kingdom;2;60
15212;16.9;United Kingdom;2;239
15213;2.1;United Kingdom;1;318
15214;227.92;United Kingdom;8;1
15215;57.54;United Kingdom;2;46
15218;865.09;United Kingdom;9;10
15220;243.88;United Kingdom;5;51
15223;-69.55;United Kingdom;2;249
15224;19;United Kingdom;2;358
15225;121.2;United Kingdom;1;234
15227;114.56;United Kingdom;5;36
15228;326.1;United Kingdom;4;66
15232;49.46;United Kingdom;2;113
15234;10.2;United Kingdom;1;276
15235;230.61;United Kingdom;10;217
15236;14.85;United Kingdom;1;298
15237;154.8;United Kingdom;3;78
15238;76.95;United Kingdom;3;29
15239;102.45;United Kingdom;2;10
15240;206.2;United Kingdom;4;44
15241;190.92;United Kingdom;5;73
15243;33.75;United Kingdom;1;74
15244;36.48;United Kingdom;1;65
15245;297.61;United Kingdom;3;134
15246;57;United Kingdom;2;238
15247;147.6;United Kingdom;1;122
15249;609.08;United Kingdom;13;31
15251;670.65;United Kingdom;5;81
15252;66.51;United Kingdom;1;36
15253;31.5;United Kingdom;2;88
15254;44.7;United Kingdom;1;127
15255;120.3;United Kingdom;1;66
15256;32;United Kingdom;1;148
15257;118.25;United Kingdom;2;281
15258;124.55;United Kingdom;2;168
15260;267.7;United Kingdom;6;100
15261;22.88;United Kingdom;1;135
15264;30;United Kingdom;1;64
15265;222.24;United Kingdom;2;151
15266;55.7;United Kingdom;1;338
15270;96.3;United Kingdom;2;238
15271;216.77;United Kingdom;9;26
15272;39.76;United Kingdom;2;57
15274;52.51;United Kingdom;2;4
15275;46.38;United Kingdom;1;37
15276;8.34;United Kingdom;1;66
15277;32.4;United Kingdom;1;46
15279;26.1;United Kingdom;1;354
15280;8.7;United Kingdom;1;172
15281;247.6;United Kingdom;9;58
15287;17.7;United Kingdom;1;70
15288;83.73;United Kingdom;3;155
15289;20.52;United Kingdom;3;29
15290;862.17;United Kingdom;11;4
15291;640.64;United Kingdom;9;25
15292;23.35;United Kingdom;1;201
15296;432.9;United Kingdom;5;50
15297;35.4;United Kingdom;1;29
15298;314.26;United Kingdom;7;10
15299;-65.91;United Kingdom;1;301
15300;22.5;United Kingdom;1;64
15301;594.14;United Kingdom;9;50
15303;53.01;United Kingdom;1;290
15304;43.2;United Kingdom;1;164
15306;69.62;United Kingdom;3;64
15308;11.9;United Kingdom;1;274
15311;6135.1;United Kingdom;94;3
15312;118.4;United Kingdom;3;75
15314;30;United Kingdom;1;199
15315;31.92;United Kingdom;1;64
15318;32.28;United Kingdom;1;3
15319;10.5;United Kingdom;1;283
15320;10.8;United Kingdom;1;44
15321;416.37;United Kingdom;3;70
15322;30.62;United Kingdom;2;64
15325;19.44;United Kingdom;1;103
15326;28.74;United Kingdom;1;333
15329;60.64;United Kingdom;2;134
15332;147.2;Other;1;369
15333;22.5;United Kingdom;1;208
15334;62.15;United Kingdom;3;156
15335;16.7;United Kingdom;1;53
15339;57.41;United Kingdom;2;66
15341;102;United Kingdom;1;80
15343;19.7;United Kingdom;1;87
15344;63.3;United Kingdom;3;0
15345;31.95;United Kingdom;2;35
15346;15;United Kingdom;1;332
15349;30.82;United Kingdom;2;158
15351;168.05;United Kingdom;6;12
15353;40.31;United Kingdom;1;254
15355;11.9;United Kingdom;1;53
15356;243.95;United Kingdom;10;31
15358;945.05;United Kingdom;20;4
15360;46.8;United Kingdom;1;39
15363;69;United Kingdom;1;372
15364;54.55;United Kingdom;1;95
15365;284.15;United Kingdom;7;25
15366;80.4;United Kingdom;2;75
15367;293.85;United Kingdom;3;57
15368;92.1;United Kingdom;1;21
15370;188.92;United Kingdom;4;71
15372;120;United Kingdom;1;137
15373;295.75;United Kingdom;11;8
15376;127.63;United Kingdom;2;117
15379;319.01;United Kingdom;6;169
15380;276.9;United Kingdom;3;46
15381;30.6;United Kingdom;1;268
15382;697.37;United Kingdom;6;14
15384;28.74;United Kingdom;2;169
15385;10.5;United Kingdom;1;40
15386;30;United Kingdom;1;186
15392;219.45;United Kingdom;4;4
15393;35.1;United Kingdom;1;281
15394;131.5;United Kingdom;3;9
15396;40.74;United Kingdom;1;112
15397;14.85;United Kingdom;1;289
15398;160.44;United Kingdom;2;16
15399;57.92;United Kingdom;3;1
15400;110.2;United Kingdom;2;128
15402;32.54;United Kingdom;2;148
15406;78.08;United Kingdom;2;31
15407;71.15;United Kingdom;4;33
15408;13.1;United Kingdom;1;264
15410;326.3;United Kingdom;5;99
15411;176.56;United Kingdom;4;26
15414;94.76;United Kingdom;2;9
15415;115.35;United Kingdom;1;313
15416;572.1;United Kingdom;4;64
15417;41.6;United Kingdom;1;85
15421;157.9;United Kingdom;3;58
15422;32.3;United Kingdom;2;323
15424;56.7;United Kingdom;2;254
15426;136.3;United Kingdom;6;19
15427;124.45;United Kingdom;3;33
15428;22.5;United Kingdom;1;15
15429;31.9;United Kingdom;2;26
15432;25.2;United Kingdom;1;23
15433;26.76;United Kingdom;3;79
15434;97.16;United Kingdom;5;8
15435;14.7;United Kingdom;1;22
15436;104.62;United Kingdom;3;12
15437;14.85;United Kingdom;1;262
15438;5.1;United Kingdom;1;131
15440;19.3;United Kingdom;3;54
15443;341.45;United Kingdom;7;1
15444;186.51;United Kingdom;2;9
15447;28.1;United Kingdom;1;330
15449;160.11;United Kingdom;3;26
15450;72.42;United Kingdom;1;30
15452;41.43;United Kingdom;2;71
15453;164.88;United Kingdom;7;1
15454;16.7;United Kingdom;1;362
15456;40.5;United Kingdom;2;283
15457;37.63;United Kingdom;1;262
15458;15;United Kingdom;1;25
15460;11.95;United Kingdom;1;354
15462;15;United Kingdom;1;94
15463;30.6;United Kingdom;1;29
15464;84.27;United Kingdom;1;338
15465;917.01;United Kingdom;8;19
15466;25.21;United Kingdom;1;85
15467;26.25;United Kingdom;1;152
15468;126.34;United Kingdom;1;51
15469;57.15;United Kingdom;2;50
15471;37.89;United Kingdom;1;2
15472;43.75;United Kingdom;1;113
15473;282;United Kingdom;2;58
15475;65.16;United Kingdom;1;77
15478;226.29;United Kingdom;2;40
15480;143.14;Other;1;116
15482;138.7;United Kingdom;9;15
15483;31.54;United Kingdom;3;161
15484;338.36;United Kingdom;3;1
15485;211.11;United Kingdom;3;30
15488;76.32;United Kingdom;1;92
15489;209.23;United Kingdom;4;22
15491;356.46;United Kingdom;6;95
15492;124.28;United Kingdom;1;74
15493;265.05;United Kingdom;5;32
15494;62;United Kingdom;2;21
15497;83.4;United Kingdom;1;17
15498;1106.45;United Kingdom;23;2
15500;135.59;United Kingdom;4;8
15502;-2524.35;United Kingdom;13;21
15503;22.32;United Kingdom;1;362
15504;3.12;United Kingdom;1;81
15505;672.3;United Kingdom;5;52
15506;105.19;United Kingdom;3;22
15507;74.8;United Kingdom;1;171
15508;132.89;United Kingdom;5;189
15511;131.3;United Kingdom;5;11
15513;934.36;United Kingdom;14;33
15514;287.59;United Kingdom;8;12
15516;12.26;United Kingdom;2;46
15517;50.6;United Kingdom;1;233
15518;264.98;United Kingdom;7;64
15520;10.2;United Kingdom;1;1
15521;92.02;United Kingdom;7;94
15522;24.87;United Kingdom;2;32
15523;267.15;United Kingdom;1;84
15525;135.13;United Kingdom;3;2
15526;121.9;United Kingdom;1;33
15527;134.97;United Kingdom;8;18
15528;9.95;United Kingdom;1;254
15529;388.09;United Kingdom;11;22
15530;44.67;United Kingdom;3;21
15531;212.41;United Kingdom;2;8
15532;189.61;United Kingdom;4;25
15533;142.85;United Kingdom;3;19
15535;65.65;United Kingdom;5;173
15537;5;United Kingdom;1;163
15539;40.2;United Kingdom;1;7
15540;22.9;United Kingdom;1;11
15541;15.66;United Kingdom;1;114
15543;14.75;United Kingdom;1;288
15544;414.86;United Kingdom;9;9
15545;61.28;United Kingdom;2;54
15547;722.82;United Kingdom;13;7
15549;70.95;United Kingdom;3;157
15550;65.9;United Kingdom;2;106
15551;79;United Kingdom;1;36
15552;12.83;United Kingdom;1;217
15553;52.02;United Kingdom;1;60
15555;522.4;United Kingdom;18;12
15556;66.75;United Kingdom;1;24
15557;44.34;United Kingdom;1;28
15561;142.05;United Kingdom;3;11
15563;139.11;United Kingdom;3;22
15565;16.5;United Kingdom;1;70
15567;99.84;United Kingdom;1;18
15568;103.26;United Kingdom;3;2
15569;70.2;United Kingdom;1;131
15570;427.06;United Kingdom;10;10
15571;6.24;United Kingdom;1;33
15572;356.26;United Kingdom;7;4
15573;89.03;United Kingdom;2;31
15574;76.28;United Kingdom;2;358
15576;357.91;United Kingdom;1;37
15577;62.65;United Kingdom;3;151
15579;37.2;United Kingdom;2;68
15581;126.6;United Kingdom;8;172
15582;58.5;United Kingdom;3;24
15584;58.6;United Kingdom;4;23
15585;51.24;United Kingdom;1;176
15589;128.9;United Kingdom;2;255
15592;64.84;United Kingdom;1;46
15594;153.9;United Kingdom;6;15
15596;120.2;United Kingdom;5;214
15597;53.4;United Kingdom;1;35
15598;57.86;United Kingdom;2;35
15599;45.48;United Kingdom;2;26
15601;911.69;United Kingdom;14;11
15602;103.42;United Kingdom;5;70
15604;39.83;United Kingdom;1;52
15605;113.43;United Kingdom;4;36
15606;331.05;United Kingdom;7;61
15607;4.56;United Kingdom;1;336
15608;156.42;United Kingdom;2;60
15609;31.3;United Kingdom;1;184
15611;256.5;United Kingdom;4;9
15615;1342.34;United Kingdom;19;10
15618;94.87;United Kingdom;4;32
15620;119.67;United Kingdom;3;56
15621;236.88;United Kingdom;1;21
15622;223.16;United Kingdom;10;3
15623;75.4;United Kingdom;1;141
15624;60.35;United Kingdom;3;116
15625;56.34;United Kingdom;3;130
15626;25.2;United Kingdom;1;74
15628;280.25;United Kingdom;7;4
15630;179.9;United Kingdom;2;45
15632;470.51;United Kingdom;9;15
15634;15;United Kingdom;1;17
15636;15;United Kingdom;1;282
15637;6.96;United Kingdom;1;52
15640;1248.9;United Kingdom;14;4
15641;199.62;United Kingdom;4;105
15643;29.45;United Kingdom;2;191
15644;102.52;United Kingdom;4;166
15645;112.79;United Kingdom;1;18
15646;35.4;United Kingdom;2;246
15648;70.8;United Kingdom;2;204
15651;93.5;United Kingdom;2;36
15652;65.07;United Kingdom;1;91
15653;414.72;United Kingdom;1;92
15654;394.95;United Kingdom;2;9
15655;32.7;United Kingdom;1;243
15656;89.15;United Kingdom;3;45
15658;91.75;United Kingdom;5;197
15660;136.5;United Kingdom;4;85
15663;15;United Kingdom;1;106
15664;55.8;United Kingdom;1;50
15665;358.22;United Kingdom;2;168
15667;41.4;United Kingdom;1;39
15669;25.5;United Kingdom;1;263
15670;35.55;United Kingdom;1;296
15671;155.32;United Kingdom;6;25
15673;468.77;United Kingdom;4;88
15674;213.95;United Kingdom;4;73
15675;50.22;United Kingdom;3;81
15676;408.47;United Kingdom;5;9
15677;44.9;United Kingdom;1;49
15679;45.25;United Kingdom;1;30
15680;274.75;United Kingdom;3;9
15681;130.8;United Kingdom;3;25
15683;15;United Kingdom;1;117
15687;313.71;United Kingdom;7;23
15690;29.16;United Kingdom;2;4
15694;1277.58;United Kingdom;9;8
15695;41.1;United Kingdom;2;266
15696;207.97;United Kingdom;10;33
15699;42.7;United Kingdom;1;17
15700;70.16;United Kingdom;1;173
15701;205.95;United Kingdom;3;2
15703;15;United Kingdom;1;264
15704;407.77;United Kingdom;3;140
15705;15.9;United Kingdom;1;201
15706;92.75;United Kingdom;4;59
15707;117.12;United Kingdom;4;35
15708;472.64;United Kingdom;8;40
15709;17;United Kingdom;1;283
15712;134.7;United Kingdom;3;9
15714;50.7;United Kingdom;2;11
15716;255.01;United Kingdom;4;145
15717;68.1;United Kingdom;1;234
15719;486.76;United Kingdom;13;32
15720;80.02;United Kingdom;1;24
15721;69.79;United Kingdom;1;11
15722;214.45;United Kingdom;4;35
15723;12.95;United Kingdom;1;364
15724;13.2;United Kingdom;1;201
15725;61.48;United Kingdom;1;15
15727;367;United Kingdom;6;16
15729;55;United Kingdom;1;212
15730;95.58;United Kingdom;2;65
15733;17.7;United Kingdom;1;282
15734;175.3;United Kingdom;2;114
15737;255.7;United Kingdom;6;22
15738;504.17;United Kingdom;10;18
15739;30;United Kingdom;1;66
15740;58.84;United Kingdom;1;49
15743;132.4;United Kingdom;4;16
15745;176.88;United Kingdom;3;19
15746;36.84;United Kingdom;1;134
15747;117.28;United Kingdom;3;12
15748;36.1;United Kingdom;1;40
15749;1617.9;United Kingdom;2;235
15750;299.13;United Kingdom;8;2
15752;383.22;United Kingdom;7;39
15754;74.16;United Kingdom;3;51
15755;262.01;United Kingdom;7;10
15756;63.7;United Kingdom;4;61
15757;49.56;United Kingdom;2;65
15759;85;United Kingdom;2;218
15762;16.95;United Kingdom;1;77
15763;127.59;United Kingdom;3;31
15764;386.88;United Kingdom;5;88
15766;15.9;United Kingdom;1;64
15768;30.3;United Kingdom;2;115
15769;6187.42;United Kingdom;13;40
15773;63.96;United Kingdom;1;5
15774;24.15;United Kingdom;1;68
15776;42.29;United Kingdom;1;133
15777;104.4;United Kingdom;1;241
15780;57.3;United Kingdom;3;183
15781;23.5;United Kingdom;2;134
15782;341.46;United Kingdom;3;9
15785;285.12;United Kingdom;5;29
15786;544.33;United Kingdom;4;43
15787;116.37;United Kingdom;3;26
15789;15.6;United Kingdom;1;358
15790;16.64;United Kingdom;1;10
15791;149.09;United Kingdom;2;43
15795;112.65;United Kingdom;1;149
15796;268.75;United Kingdom;8;1
15797;661.2;United Kingdom;2;214
15799;80.06;United Kingdom;3;75
15800;54.54;United Kingdom;2;107
15801;115.21;United Kingdom;2;60
15802;-451.42;United Kingdom;1;142
15803;93.32;United Kingdom;1;51
15804;160.34;United Kingdom;11;11
15805;569.42;United Kingdom;11;23
15806;77.52;United Kingdom;2;157
15807;107.68;United Kingdom;2;50
15808;343.15;United Kingdom;4;306
15809;36.84;United Kingdom;4;35
15810;119.36;United Kingdom;4;79
15811;270.33;United Kingdom;6;22
15812;22.4;United Kingdom;2;151
15813;199.86;United Kingdom;2;207
15814;223.31;United Kingdom;4;16
15815;266.28;United Kingdom;4;140
15819;239;United Kingdom;3;49
15820;45.33;United Kingdom;1;319
15821;53.25;United Kingdom;2;44
15822;27.6;United Kingdom;2;3
15823;-330.9;United Kingdom;1;337
15826;244.27;United Kingdom;3;56
15827;229.59;United Kingdom;11;73
15829;62.46;United Kingdom;1;140
15830;87.3;United Kingdom;1;37
15831;89.69;United Kingdom;2;58
15832;127.56;United Kingdom;1;254
15834;182.61;United Kingdom;3;70
15835;92.8;United Kingdom;4;44
15837;106.79;United Kingdom;1;64
15838;2527.2;United Kingdom;8;25
15839;102.55;United Kingdom;2;80
15840;62.94;United Kingdom;1;172
15841;84.56;United Kingdom;4;64
15843;12.75;United Kingdom;1;303
15844;10.2;United Kingdom;1;46
15845;431.18;United Kingdom;8;17
15847;53.1;United Kingdom;2;38
15850;34.21;United Kingdom;2;19
15852;22.37;United Kingdom;1;197
15853;13.39;United Kingdom;1;51
15854;317.8;United Kingdom;5;4
15855;76.48;United Kingdom;4;136
15856;1652.11;United Kingdom;23;4
15858;227.82;United Kingdom;5;15
15860;90.23;United Kingdom;7;40
15861;333.05;United Kingdom;7;12
15862;147.26;United Kingdom;4;8
15863;5.34;United Kingdom;1;25
15864;573.24;United Kingdom;3;26
15865;67.1;United Kingdom;2;88
15866;21.9;United Kingdom;1;101
15867;490.95;United Kingdom;16;5
15869;9.9;United Kingdom;1;277
15870;30.94;United Kingdom;1;32
15872;64.01;United Kingdom;1;14
15874;845.74;United Kingdom;8;63
15877;37.89;United Kingdom;2;1
15880;40.47;United Kingdom;1;369
15881;30.2;United Kingdom;3;312
15882;66.96;United Kingdom;3;198
15883;46.65;United Kingdom;2;2
15885;100.8;United Kingdom;1;93
15886;29.75;United Kingdom;1;60
15888;1.45;United Kingdom;1;80
15889;21.57;United Kingdom;2;156
15891;53.1;United Kingdom;1;226
15894;12.69;United Kingdom;1;369
15895;3.75;United Kingdom;1;149
15897;24.36;United Kingdom;1;194
15898;102.83;United Kingdom;2;1
15900;91.59;United Kingdom;1;23
15901;50.37;United Kingdom;3;16
15903;415.44;United Kingdom;5;26
15904;9.3;United Kingdom;1;8
15906;237.95;United Kingdom;5;19
15907;180.87;United Kingdom;3;3
15910;193.35;United Kingdom;8;0
15912;3.35;United Kingdom;1;233
15916;223.39;United Kingdom;8;16
15917;24.55;United Kingdom;1;247
15918;40.78;United Kingdom;1;271
15919;72.75;United Kingdom;2;19
15920;18.95;United Kingdom;1;154
15921;92.5;United Kingdom;1;172
15922;70.5;United Kingdom;1;373
15923;10.08;United Kingdom;1;372
15925;97.25;United Kingdom;1;194
15930;54.48;United Kingdom;1;67
15932;173.33;United Kingdom;6;4
15933;104.33;United Kingdom;3;21
15935;25.88;United Kingdom;1;239
15938;77.7;United Kingdom;1;201
15939;981.7;United Kingdom;8;107
15940;35.8;United Kingdom;1;311
15942;40.68;United Kingdom;1;133
15944;175.2;United Kingdom;1;276
15947;213;United Kingdom;1;82
15948;105.15;United Kingdom;2;8
15949;17.4;United Kingdom;1;71
15950;187.35;United Kingdom;5;1
15951;94.82;United Kingdom;2;8
15952;74.53;United Kingdom;4;33
15953;147.11;United Kingdom;6;25
15955;306;United Kingdom;7;24
15957;44.05;United Kingdom;1;31
15963;14.85;United Kingdom;1;19
15965;78.37;United Kingdom;4;17
15967;61.26;United Kingdom;2;23
15969;34.2;United Kingdom;2;49
15970;66.3;United Kingdom;1;303
15971;533.1;United Kingdom;5;67
15974;297.24;United Kingdom;6;95
15975;42;United Kingdom;1;84
15976;41.37;United Kingdom;2;165
15977;96.1;United Kingdom;2;17
15978;187.4;United Kingdom;1;77
15980;226.08;United Kingdom;2;88
15981;366.6;United Kingdom;4;77
15983;113.8;United Kingdom;4;22
15984;308.48;United Kingdom;7;4
15985;195;United Kingdom;1;236
15986;19.8;United Kingdom;1;30
15987;72.11;United Kingdom;4;12
15988;36.3;United Kingdom;1;19
15990;85.82;United Kingdom;2;44
15993;245.51;United Kingdom;7;8
15994;36.05;United Kingdom;1;54
15996;137.51;United Kingdom;5;116
15998;367.01;United Kingdom;5;36
16003;181;United Kingdom;5;29
16005;87.41;United Kingdom;4;12
16006;10.2;United Kingdom;1;211
16007;150.88;United Kingdom;4;47
16009;142.05;United Kingdom;2;43
16010;37.15;United Kingdom;3;245
16011;427.1;United Kingdom;13;8
16012;71.51;United Kingdom;3;35
16013;2539.52;United Kingdom;14;7
16014;40.5;United Kingdom;2;152
16015;50.93;United Kingdom;3;3
16016;144.72;United Kingdom;7;3
16017;27.5;United Kingdom;1;47
16018;144.02;United Kingdom;2;39
16019;429.06;United Kingdom;7;46
16020;53.66;United Kingdom;2;16
16022;78.08;United Kingdom;1;260
16023;107.12;United Kingdom;2;192
16024;55.43;United Kingdom;1;12
16025;47.94;United Kingdom;1;29
16026;14.25;United Kingdom;1;43
16027;79.2;United Kingdom;1;302
16029;6226.9;United Kingdom;30;44
16030;38.8;United Kingdom;1;309
16031;45.68;United Kingdom;2;92
16033;1056.36;United Kingdom;19;5
16034;28.4;United Kingdom;2;208
16036;110.54;United Kingdom;2;87
16037;59.4;United Kingdom;3;269
16038;40.8;United Kingdom;1;201
16040;152.86;United Kingdom;3;65
16042;186.48;United Kingdom;5;22
16043;42.45;United Kingdom;3;37
16045;185.95;United Kingdom;3;119
16048;100.8;United Kingdom;1;373
16049;114.78;United Kingdom;3;40
16052;36.1;United Kingdom;1;54
16053;126.4;United Kingdom;2;32
16054;79.19;United Kingdom;1;145
16055;44.75;United Kingdom;1;220
16056;74.95;United Kingdom;1;45
16057;295;United Kingdom;4;16
16059;219.7;United Kingdom;5;71
